./configure --enable-all --disable-shared --disable-crl-monitor && make && \
    ./wolfcrypt/benchmark/benchmark -csv

------------------------------------------------------------------------------
 wolfSSL version 5.7.0
------------------------------------------------------------------------------
Math: 	Multi-Precision: Wolf(SP) word-size=64 bits=4096 sp_int.c
wolfCrypt Benchmark (block bytes 1048576, min 1.0 sec each)
This format allows you to easily copy the output to a csv file.

Symmetric Ciphers:

Algorithm,MB/s,Cycles per byte,
RNG,50.217583,51.047312,
AES-128-CBC-enc,163.927475,15.637848,
AES-128-CBC-dec,166.609734,15.386093,
AES-192-CBC-enc,140.069471,18.301442,
AES-192-CBC-dec,138.767953,18.473085,
AES-256-CBC-enc,118.066319,21.712145,
AES-256-CBC-dec,124.930037,20.519271,
AES-128-GCM-enc,80.276707,31.932957,
AES-128-GCM-dec,75.738219,33.846481,
AES-192-GCM-enc,74.581015,34.371661,
AES-192-GCM-dec,74.009398,34.637123,
AES-256-GCM-enc,71.578883,35.813249,
AES-256-GCM-dec,68.061066,37.664303,
AES-128-GCM-STREAM-enc,78.701888,32.571936,
AES-128-GCM-STREAM-dec,81.133996,31.595537,
AES-192-GCM-STREAM-enc,73.892295,34.692010,
AES-192-GCM-STREAM-dec,72.400736,35.406729,
AES-256-GCM-STREAM-enc,68.082151,37.652644,
AES-256-GCM-STREAM-dec,69.118970,37.087837,
GMAC Table 4-bit,170.275509,15.054856,
AES-128-ECB-enc,174.631528,14.679324,
AES-128-ECB-dec,172.674063,14.845733,
AES-192-ECB-enc,145.898885,17.570204,
AES-192-ECB-dec,145.912003,17.568621,
AES-256-ECB-enc,130.179114,19.691892,
AES-256-ECB-dec,133.357051,19.222629,
AES-XTS-enc,94.058519,27.254016,
AES-XTS-dec,101.032254,25.372816,
AES-128-CFB,147.227177,17.411680,
AES-192-CFB,127.204435,20.152380,
AES-256-CFB,116.221898,22.056714,
AES-128-OFB,159.768218,16.044952,
AES-192-OFB,137.212569,18.682491,
AES-256-OFB,123.017376,20.838299,
AES-128-CTR,155.220344,16.515058,
AES-192-CTR,135.569425,18.908930,
AES-256-CTR,116.739573,21.958905,
AES-CCM-enc,75.630330,33.894772,
AES-CCM-dec,75.931050,33.760535,
AES-256-SIV-enc,74.164936,34.564485,
AES-256-SIV-dec,76.404373,33.551394,
AES-384-SIV-enc,67.527737,37.961780,
AES-384-SIV-dec,66.883844,38.327234,
AES-512-SIV-enc,58.090748,44.128769,
AES-512-SIV-dec,57.642240,44.472122,
Camellia,102.076147,25.113334,
ARC4,213.299929,12.018162,
CHACHA,268.402627,9.550848,
CHA-POLY,201.548740,12.718873,
3DES,17.866497,143.479343,
MD5,390.749947,6.560393,
POLY1305,1031.593823,2.484963,
SHA,230.709143,11.111272,
SHA-224,124.623364,20.569766,
SHA-256,116.490135,22.005925,
SHA-384,194.728125,13.164370,
SHA-512,186.059845,13.777681,
SHA-512/224,202.874949,12.635728,
SHA-512/256,194.616556,13.171918,
SHA3-224,169.084053,15.160939,
SHA3-256,148.633865,17.246897,
SHA3-384,114.722323,22.345021,
SHA3-512,81.885154,31.305714,
SHAKE128,182.851283,14.019440,
SHAKE256,151.749419,16.892801,
RIPEMD,164.502410,15.583193,
BLAKE2b,256.189864,10.006144,
BLAKE2s,162.303496,15.794317,
AES-128-CMAC,152.921850,16.763285,
AES-256-CMAC,116.186189,22.063489,
HMAC-MD5,385.113163,6.656415,
HMAC-SHA,238.706333,10.739021,
HMAC-SHA224,114.688853,22.351544,
HMAC-SHA256,116.673570,21.971322,
HMAC-SHA384,192.128361,13.342498,
HMAC-SHA512,195.714243,13.098043,
PBKDF2,14.011537,187345.320434,
SipHash-8,1412.461525,1.814897,
SipHash-16,1379.229871,1.858626,

Asymmetric Ciphers:

Algorithm,key size,operation,avg ms,ops/sec,
KDF,128,SRTP,0.001,1580667.739,
KDF,256,SRTP,0.001,982114.298,
KDF,128,SRTCP,0.001,1545682.789,
KDF,256,SRTCP,0.001,961975.184,
scrypt,17,,69.826,14.321,
RSA,1024,key gen,23.332,42.860,
RSA,2048,key gen,168.052,5.951,
RSA,2048,public,0.074,13449.253,
RSA,2048,private,3.812,262.344,
DH,2048,key gen,0.845,1183.044,
DH,2048,agree,1.784,560.542,
ECC   [      SECP256R1],256,key gen,0.115,8692.634,
ECDHE [      SECP256R1],256,agree,0.108,9289.475,
ECDSA [      SECP256R1],256,sign,0.154,6478.111,
ECDSA [      SECP256R1],256,verify,0.182,5506.451,
ECC   [      SECP256R1],256,encrypt,0.131,7655.276,
ECC   [      SECP256R1],256,decrypt,0.127,7844.563,
ECC   [BRAINPOOLP256R1],256,key gen,0.145,6890.885,
ECDHE [BRAINPOOLP256R1],256,agree,0.135,7388.360,
ECDSA [BRAINPOOLP256R1],256,sign,0.161,6194.484,
ECDSA [BRAINPOOLP256R1],256,verify,0.195,5118.050,
ECC   [BRAINPOOLP256R1],256,encrypt,0.148,6739.029,
ECC   [BRAINPOOLP256R1],256,decrypt,0.142,7048.091,
CURVE,25519,key gen,0.092,10898.940,
CURVE,25519,agree,0.097,10348.783,
ED,25519,key gen,0.046,21796.896,
ED,25519,sign,0.053,18937.156,
ED,25519,verify,0.116,8654.527,
CURVE,448,key gen,0.341,2928.763,
CURVE,448,agree,0.320,3128.138,
ED,448,key gen,0.137,7302.662,
ED,448,sign,0.139,7199.015,
ED,448,verify,0.336,2974.687,
ECCSI,256,key gen,0.123,8098.583,
ECCSI,256,pair gen,0.132,7596.482,
ECCSI,256,valid,0.209,4794.479,
ECCSI,256,sign,0.161,6218.963,
ECCSI,256,verify,0.456,2190.982,
SAKKE,1024,key gen,2.927,341.641,
SAKKE,1024,rsk gen,2.808,356.080,
SAKKE,1024,valid,28.031,35.675,
SAKKE,1024,encap-1,7.222,138.470,
SAKKE,1024,derive-1,29.386,34.030,
SAKKE,1024,encap-2,7.326,136.502,
SAKKE,1024,derive-2,27.947,35.782,
SAKKE,1024,derive-3,29.605,33.778,
SAKKE,1024,derive-4,27.319,36.605,
Benchmark complete
