./configure --enable-all --disable-shared --disable-crl-monitor --enable-cuda CC=nvcc LD_FLAGS="-lcudart -lcublas" && make && \
    ./wolfcrypt/benchmark/benchmark -csv

------------------------------------------------------------------------------
 wolfSSL version 5.7.0
------------------------------------------------------------------------------
Math: 	Multi-Precision: Wolf(SP) word-size=64 bits=4096 sp_int.c
wolfCrypt Benchmark (block bytes 1048576, min 1.0 sec each)
This format allows you to easily copy the output to a csv file.

Symmetric Ciphers:

Algorithm,MB/s,Cycles per byte,
RNG,95.578265,25.942631,
AES-128-CBC-enc,0.067393,36792.444467,
AES-128-CBC-dec,312.479781,7.935079,
AES-192-CBC-enc,0.067315,36835.390771,
AES-192-CBC-dec,264.362903,9.379554,
AES-256-CBC-enc,0.062804,39481.634771,
AES-256-CBC-dec,227.671718,10.891007,
AES-128-GCM-enc,206.232329,12.023193,
AES-128-GCM-dec,198.970872,12.461981,
AES-192-GCM-enc,195.202981,12.702520,
AES-192-GCM-dec,194.722840,12.733846,
AES-256-GCM-enc,192.307568,12.893776,
AES-256-GCM-dec,192.465187,12.883212,
AES-128-GCM-STREAM-enc,198.721151,12.477636,
AES-128-GCM-STREAM-dec,198.031163,12.521107,
AES-192-GCM-STREAM-enc,195.092800,12.709694,
AES-192-GCM-STREAM-dec,195.042132,12.712996,
AES-256-GCM-STREAM-enc,191.977467,12.915941,
AES-256-GCM-STREAM-dec,191.983820,12.915512,
GMAC Table 4-bit,270.823661,9.155659,
AES-128-ECB-enc,1471.156461,1.685458,
AES-128-ECB-dec,320.457418,7.737599,
AES-192-ECB-enc,1521.652771,1.629525,
AES-192-ECB-dec,269.401744,9.203992,
AES-256-ECB-enc,1442.164491,1.719340,
AES-256-ECB-dec,233.163767,10.634460,
AES-XTS-enc,327.823733,7.563732,
AES-XTS-dec,180.885435,13.707959,
AES-128-CFB,0.069903,35471.456685,
AES-192-CFB,0.067335,36824.240233,
AES-256-CFB,0.062824,39468.609847,
AES-128-OFB,0.069941,35452.038182,
AES-192-OFB,0.067363,36808.995693,
AES-256-OFB,0.062834,39462.164798,
AES-128-CTR,873.855570,2.837494,
AES-192-CTR,849.771061,2.917916,
AES-256-CTR,807.747177,3.069723,
AES-CCM-enc,0.034955,70936.449420,
AES-CCM-dec,0.034957,70930.974912,
AES-256-SIV-enc,0.069957,35443.468421,
AES-256-SIV-dec,0.069803,35521.805087,
AES-384-SIV-enc,0.067315,36834.864012,
AES-384-SIV-dec,0.067310,36837.628576,
AES-512-SIV-enc,0.062702,39544.687675,
AES-512-SIV-dec,0.062863,39444.041241,
Camellia,158.778659,15.616391,
ARC4,288.396538,8.597710,
CHACHA,416.429136,5.954313,
CHA-POLY,302.981067,8.183844,
3DES,28.362819,87.422567,
MD5,579.869767,4.276047,
POLY1305,1191.310726,2.081363,
SHA,601.742876,4.120615,
SHA-224,219.007229,11.321771,
SHA-256,211.394756,11.729474,
SHA-384,372.021384,6.665074,
SHA-512,371.993756,6.665570,
SHA-512/224,373.106493,6.645689,
SHA-512/256,372.815799,6.650871,
SHA3-224,357.937613,6.927324,
SHA3-256,338.319736,7.329015,
SHA3-384,259.142987,9.568272,
SHA3-512,180.371698,13.746890,
SHAKE128,414.625342,5.980219,
SHAKE256,337.276094,7.351692,
RIPEMD,246.540976,10.057354,
BLAKE2b,420.403362,5.898027,
BLAKE2s,260.229777,9.528311,
AES-128-CMAC,0.069889,35478.611398,
AES-256-CMAC,0.062919,39408.495423,
HMAC-MD5,577.625764,4.292663,
HMAC-SHA,590.248939,4.200859,
HMAC-SHA224,216.876716,11.433004,
HMAC-SHA256,217.647358,11.392525,
HMAC-SHA384,370.902593,6.685185,
