./configure --enable-all --disable-shared --disable-crl-monitor && make && \
    ./wolfcrypt/benchmark/benchmark -csv

------------------------------------------------------------------------------
 wolfSSL version 5.7.0
------------------------------------------------------------------------------
Math: 	Multi-Precision: Wolf(SP) word-size=64 bits=4096 sp_int.c
wolfCrypt Benchmark (block bytes 1048576, min 1.0 sec each)
This format allows you to easily copy the output to a csv file.

Symmetric Ciphers:

Algorithm,MB/s,Cycles per byte,
RNG,95.648775,24.427445,
AES-128-CBC-enc,272.230447,8.582641,
AES-128-CBC-dec,306.590831,7.620766,
AES-192-CBC-enc,234.550896,9.961408,
AES-192-CBC-dec,263.277584,8.874502,
AES-256-CBC-enc,205.420733,11.374012,
AES-256-CBC-dec,227.768422,10.258043,
AES-128-GCM-enc,143.352455,16.298695,
AES-128-GCM-dec,142.999146,16.338967,
AES-192-GCM-enc,132.078918,17.689871,
AES-192-GCM-dec,131.949771,17.707185,
AES-256-GCM-enc,122.175543,19.123788,
AES-256-GCM-dec,122.014981,19.148959,
AES-128-GCM-STREAM-enc,141.862542,16.469885,
AES-128-GCM-STREAM-dec,142.664506,16.377306,
AES-192-GCM-STREAM-enc,131.482304,17.770149,
AES-192-GCM-STREAM-dec,131.590320,17.755565,
AES-256-GCM-STREAM-enc,121.383306,19.248618,
AES-256-GCM-STREAM-dec,121.695174,19.199287,
GMAC Table 4-bit,318.586187,7.333840,
AES-128-ECB-enc,310.270808,7.530394,
AES-128-ECB-dec,322.516228,7.244477,
AES-192-ECB-enc,261.572862,8.932355,
AES-192-ECB-dec,272.277744,8.581171,
AES-256-ECB-enc,225.407882,10.365484,
AES-256-ECB-dec,235.467240,9.922662,
AES-XTS-enc,179.215636,13.037159,
AES-XTS-dec,187.232121,12.478960,
AES-128-CFB,239.934272,9.737928,
AES-192-CFB,210.030343,11.124408,
AES-256-CFB,185.781550,12.576399,
AES-128-OFB,263.328606,8.872805,
AES-192-OFB,227.691493,10.261533,
AES-256-OFB,200.095534,11.676744,
AES-128-CTR,261.810439,8.924259,
AES-192-CTR,226.770352,10.303217,
AES-256-CTR,198.842163,11.750347,
AES-CCM-enc,123.551570,18.910847,
AES-CCM-dec,123.652509,18.895406,
AES-256-SIV-enc,130.249678,17.938352,
